book_id,chunk_id,experiment
26854,665,"It was a flower that she had worn in her hair when she came to bathe and, having taken it out on getting into the water, had forgotten or not cared to put in again. He took it in his hands and looked at it with a singular emotion. He had an instinct to keep it, but his sentimentality irritated him, and he flung it away. It gave him quite a little pang to see it float down the stream.

 He wondered what strangeness it was in her nature that urged her to go down to this hidden pool when there was no likelihood that anyone should be there."
26854,666,"He wondered what strangeness it was in her nature that urged her to go down to this hidden pool when there was no likelihood that anyone should be there. The natives of the islands are devoted to the water. They bathe, somewhere or other, every day, once always, and often twice; but they bathe in bands, laughing and joyous, a whole family together; and you often saw a group of girls, dappled by the sun shining through the trees, with the half-castes among them, splashing about the shallows of the stream. It looked as though there were in this pool some secret which attracted Ethel against her will.

 Now the night had fallen, mysterious and silent, and he let himself down in the water softly, in order to make no sound, and swam lazily in the warm darkness."
26854,667,"Now the night had fallen, mysterious and silent, and he let himself down in the water softly, in order to make no sound, and swam lazily in the warm darkness. The water seemed fragrant still from her slender body. He rode back to the town under the starry sky. He felt at peace with the world.

 Now he went every evening to the pool and every evening he saw Ethel."
26854,668,"Now he went every evening to the pool and every evening he saw Ethel. Presently he overcame her timidity. She became playful and friendly. They sat together on the rocks above the pool, where the water ran fast, and they lay side by side on the ledge that overlooked it, watching the gathering dusk envelop it with mystery. It was inevitable that their meetings should become known--in the South Seas everyone seems to know everyone's business--and he was subjected to much rude chaff by the men at the hotel."
26854,669,It was inevitable that their meetings should become known--in the South Seas everyone seems to know everyone's business--and he was subjected to much rude chaff by the men at the hotel. He smiled and let them talk. It was not even worth while to deny their coarse suggestions. His feelings were absolutely pure. He loved Ethel as a poet might love the moon.
26854,670,"He loved Ethel as a poet might love the moon. He thought of her not as a woman but as something not of this earth. She was the spirit of the pool.

 One day at the hotel, passing through the bar, he saw that old Brevald, as ever in his shabby blue overalls, was standing there. Because he was Ethel's father he had a desire to speak to him, so he went in, nodded and, ordering his own drink, casually turned and invited the old man to have one with him."
26854,671,"Because he was Ethel's father he had a desire to speak to him, so he went in, nodded and, ordering his own drink, casually turned and invited the old man to have one with him. They chatted for a few minutes of local affairs, and Lawson was uneasily conscious that the Norwegian was scrutinising him with sly blue eyes. His manner was not agreeable. It was sycophantic, and yet behind the cringing air of an old man who had been worsted in his struggle with fate was a shadow of old truculence. Lawson remembered that he had once been captain of a schooner engaged in the slave trade, a blackbirder they call it in the Pacific, and he had a large hernia in the chest which was the result of a wound received in a scrap with Solomon Islanders."
26854,672,"Lawson remembered that he had once been captain of a schooner engaged in the slave trade, a blackbirder they call it in the Pacific, and he had a large hernia in the chest which was the result of a wound received in a scrap with Solomon Islanders. The bell rang for luncheon.

 ""Well, I must be off,"" said Lawson.

 ""Why don't you come along to my place one time?"" said Brevald, in his wheezy voice. ""It's not very grand, but you'll be welcome."
26854,673,"""It's not very grand, but you'll be welcome. You know Ethel. ""

""I'll come with pleasure.""

""Sunday afternoon's the best time. ""

Brevald's bungalow, shabby and bedraggled, stood among the coconut trees of the plantation, a little away from the main road that ran up to Vailima. Immediately around it grew huge plantains."
26854,674,"Immediately around it grew huge plantains. With their tattered leaves they had the tragic beauty of a lovely woman in rags. Everything was slovenly and neglected. Little black pigs, thin and high-backed, rooted about, and chickens clucked noisily as they picked at the refuse scattered here and there. Three or four natives were lounging about the verandah."
26854,675,"Three or four natives were lounging about the verandah. When Lawson asked for Brevald the old man's cracked voice called out to him, and he found him in the sitting-room smoking an old briar pipe.

 ""Sit down and make yerself at home,"" he said. ""Ethel's just titivating. ""

She came in."
26854,676,"""

She came in. She wore a blouse and skirt and her hair was done in the European fashion. Although she had not the wild, timid grace of the girl who came down every evening to the pool, she seemed now more usual and consequently more approachable. She shook hands with Lawson. It was the first time he had touched her hand.

"
26854,677,"It was the first time he had touched her hand.

 ""I hope you'll have a cup of tea with us,"" she said.

 He knew she had been at a mission school, and he was amused, and at the same time touched, by the company manners she was putting on for his benefit. Tea was already set out on the table and in a minute old Brevald's fourth wife brought in the tea-pot. She was a handsome native, no longer very young, and she spoke but a few words of English."
26854,678,"She was a handsome native, no longer very young, and she spoke but a few words of English. She smiled and smiled. Tea was rather a solemn meal, with a great deal of bread and butter and a variety of very sweet cakes, and the conversation was formal. Then a wrinkled old woman came in softly.

 ""That's Ethel's granny,"" said old Brevald, noisily spitting on the floor.

"
26854,679,"""That's Ethel's granny,"" said old Brevald, noisily spitting on the floor.

 She sat on the edge of a chair, uncomfortably, so that you saw it was unusual for her and she would have been more at ease on the ground, and remained silently staring at Lawson with fixed, shining eyes. In the kitchen behind the bungalow someone began to play the concertina and two or three voices were raised in a hymn. But they sang for the pleasure of the sounds rather than from piety.

"
26854,680,"But they sang for the pleasure of the sounds rather than from piety.

 When Lawson walked back to the hotel he was strangely happy. He was touched by the higgledy-piggledy way in which those people lived; and in the smiling good-nature of Mrs Brevald, in the little Norwegian's fantastic career, and in the shining mysterious eyes of the old grandmother, he found something unusual and fascinating. It was a more natural life than any he had known, it was nearer to the friendly, fertile earth; civilisation repelled him at that moment, and by mere contact with these creatures of a more primitive nature he felt a greater freedom.

 He saw himself rid of the hotel which already was beginning to irk him, settled in a little bungalow of his own, trim and white, in front of the sea so that he had before his eyes always the multicoloured variety of the lagoon."
26854,681,"He saw himself rid of the hotel which already was beginning to irk him, settled in a little bungalow of his own, trim and white, in front of the sea so that he had before his eyes always the multicoloured variety of the lagoon. He loved the beautiful island. London and England meant nothing to him any more, he was content to spend the rest of his days in that forgotten spot, rich in the best of the world's goods, love and happiness. He made up his mind that whatever the obstacles nothing should prevent him from marrying Ethel.

 But there were no obstacles."
26854,682,"But there were no obstacles. He was always welcome at the Brevalds' house. The old man was ingratiating and Mrs Brevald smiled without ceasing. He had brief glimpses of natives who seemed somehow to belong to the establishment, and once he found a tall youth in a _lava-lava_, his body tattooed, his hair white with lime, sitting with Brevald, and was told he was Mrs Brevald's brother's son; but for the most part they kept out of his way. Ethel was delightful with him."
26854,683,"Ethel was delightful with him. The light in her eyes when she saw him filled him with ecstasy. She was charming and na\xc3\xafve. He listened enraptured when she told him of the mission school at which she was educated, and of the sisters. He went with her to the cinema which was given once a fortnight and danced with her at the dance which followed it."
26854,684,"He went with her to the cinema which was given once a fortnight and danced with her at the dance which followed it. They came from all parts of the island for this, since gaieties are few in Upolu; and you saw there all the society of the place, the white ladies keeping a good deal to themselves, the half-castes very elegant in American clothes, the natives, strings of dark girls in white Mother Hubbards and young men in unaccustomed ducks and white shoes. It was all very smart and gay. Ethel was pleased to show her friends the white admirer who did not leave her side. The rumour was soon spread that he meant to marry her and her friends looked at her with envy."
26854,685,"The rumour was soon spread that he meant to marry her and her friends looked at her with envy. It was a great thing for a half-caste to get a white man to marry her, even the less regular relation was better than nothing, but one could never tell what it would lead to; and Lawson's position as manager of the bank made him one of the catches of the island. If he had not been so absorbed in Ethel he would have noticed that many eyes were fixed on him curiously, and he would have seen the glances of the white ladies and noticed how they put their heads together and gossiped.

 Afterwards, when the men who lived at the hotel were having a whisky before turning in, Nelson burst out with:

""Say, they say Lawson's going to marry that girl. ""

""He's a damned fool then,"" said Miller.

"
26854,686,"""

""He's a damned fool then,"" said Miller.

 Miller was a German-American who had changed his name from M\xc3\xbcller, a big man, fat and bald-headed, with a round, clean-shaven face. He wore large gold-rimmed spectacles, which gave him a benign look, and his ducks were always clean and white. He was a heavy drinker, invariably ready to stay up all night with the ""boys,"" but he never got drunk; he was jolly and affable, but very shrewd. Nothing interfered with his business; he represented a firm in San Francisco, jobbers of the goods sold in the islands, calico, machinery and what not; and his good-fellowship was part of his stock-in-trade.

"
26854,687,"Nothing interfered with his business; he represented a firm in San Francisco, jobbers of the goods sold in the islands, calico, machinery and what not; and his good-fellowship was part of his stock-in-trade.

 ""He don't know what he's up against,"" said Nelson. ""Someone ought to put him wise.""

 ""If you'll take my advice you won't interfere in what don't concern you,"" said Miller. ""When a man's made up his mind to make a fool of himself, there's nothing like letting him."
26854,688,"""When a man's made up his mind to make a fool of himself, there's nothing like letting him. ""

""I'm all for having a good time with the girls out here, but when it comes to marrying them--this child ain't taking any, I'll tell the world. ""

Chaplin was there, and now he had his say.

 ""I've seen a lot of fellows do it, and it's no good.""

 ""You ought to have a talk with him, Chaplin,"" said Nelson."
26854,689,"""You ought to have a talk with him, Chaplin,"" said Nelson. ""You know him better than anyone else does. ""

""My advice to Chaplin is to leave it alone,"" said Miller.

 Even in those days Lawson was not popular and really no one took enough interest in him to bother. Mrs Chaplin talked it over with two or three of the white ladies, but they contented themselves with saying that it was a pity; and when he told her definitely that he was going to be married it seemed too late to do anything.

"
26854,690,"Mrs Chaplin talked it over with two or three of the white ladies, but they contented themselves with saying that it was a pity; and when he told her definitely that he was going to be married it seemed too late to do anything.

 For a year Lawson was happy. He took a bungalow at the point of the bay round which Apia is built, on the borders of a native village. It nestled charmingly among the coconut trees and faced the passionate blue of the Pacific. Ethel was lovely as she went about the little house, lithe and graceful like some young animal of the woods, and she was gay."
26854,691,"Ethel was lovely as she went about the little house, lithe and graceful like some young animal of the woods, and she was gay. They laughed a great deal. They talked nonsense. Sometimes one or two of the men at the hotel would come over and spend the evening, and often on a Sunday they would go for a day to some planter who had married a native; now and then one or other of the half-caste traders who had a store in Apia would give a party and they went to it. The half-castes treated Lawson quite differently now."
26854,692,The half-castes treated Lawson quite differently now. His marriage had made him one of themselves and they called him Bertie. They put their arms through his and smacked him on the back. He liked to see Ethel at these gatherings. Her eyes shone and she laughed.
26854,693,"Her eyes shone and she laughed. It did him good to see her radiant happiness. Sometimes Ethel's relations would come to the bungalow, old Brevald of course, and her mother, but cousins too, vague native women in Mother Hubbards and men and boys in _lava-lavas_, with their hair dyed red and their bodies elaborately tattooed. He would find them sitting there when he got back from the bank. He laughed indulgently.

"
26854,694,"He laughed indulgently.

 ""Don't let them eat us out of hearth and home,"" he said.

 ""They're my own family. I can't help doing something for them when they ask me.""

 He knew that when a white man marries a native or a half-caste he must expect her relations to look upon him as a gold mine."
26854,695,"He knew that when a white man marries a native or a half-caste he must expect her relations to look upon him as a gold mine. He took Ethel's face in his hands and kissed her red lips. Perhaps he could not expect her to understand that the salary which had amply sufficed for a bachelor must be managed with some care when it had to support a wife and a house. Then Ethel was delivered of a son.

 It was when Lawson first held the child in his arms that a sudden pang shot through his heart."
26854,696,"It was when Lawson first held the child in his arms that a sudden pang shot through his heart. He had not expected it to be so dark. After all it had but a fourth part of native blood, and there was no reason really why it should not look just like an English baby; but, huddled together in his arms, sallow, its head covered already with black hair, with huge black eyes, it might have been a native child. Since his marriage he had been ignored by the white ladies of the colony. When he came across men in whose houses he had been accustomed to dine as a bachelor, they were a little self-conscious with him; and they sought to cover their embarrassment by an exaggerated cordiality.

"
26854,697,"When he came across men in whose houses he had been accustomed to dine as a bachelor, they were a little self-conscious with him; and they sought to cover their embarrassment by an exaggerated cordiality.

 ""Mrs Lawson well?"" they would say. ""You're a lucky fellow. Damned pretty girl. ""

"
26854,698,"""

 But if they were with their wives and met him and Ethel they would feel it awkward when their wives gave Ethel a patronising nod. Lawson had laughed.

 ""They're as dull as ditchwater, the whole gang of them,"" he said. ""It's not going to disturb my night's rest if they don't ask me to their dirty parties."
26854,699,"""It's not going to disturb my night's rest if they don't ask me to their dirty parties. ""

But now it irked him a little.

 The little dark baby screwed up its face. That was his son. He thought of the half-caste children in Apia."
26854,700,"He thought of the half-caste children in Apia. They had an unhealthy look, sallow and pale, and they were odiously precocious. He had seen them on the boat going to school in New Zealand, and a school had to be chosen which took children with native blood in them; they were huddled together, brazen and yet timid, with traits which set them apart strangely from white people. They spoke the native language among themselves. And when they grew up the men accepted smaller salaries because of their native blood; girls might marry a white man, but boys had no chance; they must marry a half-caste like themselves or a native."
26854,701,"And when they grew up the men accepted smaller salaries because of their native blood; girls might marry a white man, but boys had no chance; they must marry a half-caste like themselves or a native. Lawson made up his mind passionately that he would take his son away from the humiliation of such a life. At whatever cost he must get back to Europe. And when he went in to see Ethel, frail and lovely in her bed, surrounded by native women, his determination was strengthened. If he took her away among his own people she would belong more completely to him."
26854,702,"If he took her away among his own people she would belong more completely to him. He loved her so passionately, he wanted her to be one soul and one body with him; and he was conscious that here, with those deep roots attaching her to the native life, she would always keep something from him.

 He went to work quietly, urged by an obscure instinct of secrecy, and wrote to a cousin who was partner in a shipping firm in Aberdeen, saying that his health (on account of which like so many more he had come out to the islands) was so much better, there seemed no reason why he should not return to Europe. He asked him to use what influence he could to get him a job, no matter how poorly paid, on Deeside, where the climate was particularly suitable to such as suffered from diseases of the lungs. It takes five or six weeks for letters to get from Aberdeen to Samoa, and several had to be exchanged."
26854,703,"It takes five or six weeks for letters to get from Aberdeen to Samoa, and several had to be exchanged. He had plenty of time to prepare Ethel. She was as delighted as a child. He was amused to see how she boasted to her friends that she was going to England; it was a step up for her; she would be quite English there; and she was excited at the interest the approaching departure gave her. When at length a cable came offering him a post in a bank in Kincardineshire she was beside herself with joy.

"
26854,704,"When at length a cable came offering him a post in a bank in Kincardineshire she was beside herself with joy.

 When, their long journey over, they were settled in the little Scots town with its granite houses Lawson realised how much it meant to him to live once more among his own people. He looked back on the three years he had spent in Apia as exile, and returned to the life that seemed the only normal one with a sigh of relief. It was good to play golf once more, and to fish--to fish properly, that was poor fun in the Pacific when you just threw in your line and pulled out one big sluggish fish after another from the crowded sea--and it was good to see a paper every day with that day's news, and to meet men and women of your own sort, people you could talk to; and it was good to eat meat that was not frozen and to drink milk that was not canned. They were thrown upon their own resources much more than in the Pacific, and he was glad to have Ethel exclusively to himself."
26854,705,"They were thrown upon their own resources much more than in the Pacific, and he was glad to have Ethel exclusively to himself. After two years of marriage he loved her more devotedly than ever, he could hardly bear her out of his sight, and the need in him grew urgent for a more intimate communion between them. But it was strange that after the first excitement of arrival she seemed to take less interest in the new life than he had expected. She did not accustom herself to her surroundings. She was a little lethargic."
26854,706,"She was a little lethargic. As the fine autumn darkened into winter she complained of the cold. She lay half the morning in bed and the rest of the day on a sofa, reading novels sometimes, but more often doing nothing. She looked pinched.

 ""Never mind, darling,"" he said."
26854,707,"""Never mind, darling,"" he said. ""You'll get used to it very soon. And wait till the summer comes. It can be almost as hot as in Apia.""

 He felt better and stronger than he had done for years.

"
26854,708,"He felt better and stronger than he had done for years.

 The carelessness with which she managed her house had not mattered in Samoa, but here it was out of place. When anyone came he did not want the place to look untidy; and, laughing, chaffing Ethel a little, he set about putting things in order. Ethel watched him indolently. She spent long hours playing with her son."
26854,709,"She spent long hours playing with her son. She talked to him in the baby language of her own country. To distract her, Lawson bestirred himself to make friends among the neighbours, and now and then they went to little parties where the ladies sang drawing-room ballads and the men beamed in silent good nature. Ethel was shy. She seemed to sit apart."
26854,710,"She seemed to sit apart. Sometimes Lawson, seized with a sudden anxiety, would ask her if she was happy.

 ""Yes, I'm quite happy,"" she answered.

 But her eyes were veiled by some thought he could not guess. She seemed to withdraw into herself so that he was conscious that he knew no more of her than when he had first seen her bathing in the pool."
26854,711,"She seemed to withdraw into herself so that he was conscious that he knew no more of her than when he had first seen her bathing in the pool. He had an uneasy feeling that she was concealing something from him, and because he adored her it tortured him.

 ""You don't regret Apia, do you?"" he asked her once.

 ""Oh, no--I think it's very nice here."
26854,712,"""Oh, no--I think it's very nice here. ""

 An obscure misgiving drove him to make disparaging remarks about the island and the people there. She smiled and did not answer. Very rarely she received a bundle of letters from Samoa and then she went about for a day or two with a set, pale face.

"
26854,713,"Very rarely she received a bundle of letters from Samoa and then she went about for a day or two with a set, pale face.

 ""Nothing would induce me ever to go back there,"" he said once. ""It's no place for a white man.""

 But he grew conscious that sometimes, when he was away, Ethel cried. In Apia she had been talkative, chatting volubly about all the little details of their common life, the gossip of the place; but now she gradually became silent, and, though he increased his efforts to amuse her, she remained listless."
26854,714,"In Apia she had been talkative, chatting volubly about all the little details of their common life, the gossip of the place; but now she gradually became silent, and, though he increased his efforts to amuse her, she remained listless. It seemed to him that her recollections of the old life were drawing her away from him, and he was madly jealous of the island and of the sea, of Brevald, and all the dark-skinned people whom he remembered now with horror. When she spoke of Samoa he was bitter and satirical. One evening late in the spring when the birch trees were bursting into leaf, coming home from a round of golf, he found her not as usual lying on the sofa, but at the window, standing. She had evidently been waiting for his return."
26854,715,"She had evidently been waiting for his return. She addressed him the moment he came into the room. To his amazement she spoke in Samoan.

 ""I can't stand it. I can't live here any more."
26854,716,"I can't live here any more. I hate it. I hate it. ""

""For God's sake speak in a civilised language,"" he said irritably.

 She went up to him and clasped her arms around his body awkwardly, with a gesture that had in it something barbaric.

"
26854,717,"She went up to him and clasped her arms around his body awkwardly, with a gesture that had in it something barbaric.

 ""Let's go away from here. Let's go back to Samoa. If you make me stay here I shall die. I want to go home."
26854,718,"I want to go home. ""

Her passion broke suddenly and she burst into tears. His anger vanished and he drew her down on his knees. He explained to her that it was impossible for him to throw up his job, which after all meant his bread and butter. His place in Apia was long since filled."
26854,719,"His place in Apia was long since filled. He had nothing to go back to there. He tried to put it to her reasonably, the inconveniences of life there, the humiliation to which they must be exposed, and the bitterness it must cause their son.

 ""Scotland's wonderful for education and that sort of thing. Schools are good and cheap, and he can go to the University at Aberdeen."
26854,720,"Schools are good and cheap, and he can go to the University at Aberdeen. I'll make a real Scot of him. ""

They had called him Andrew. Lawson wanted him to become a doctor. He would marry a white woman.

"
26854,721,"He would marry a white woman.

 ""I'm not ashamed of being half native,"" Ethel said sullenly.

 ""Of course not, darling. There's nothing to be ashamed of. ""

With her soft cheek against his he felt incredibly weak.

"
26854,722,"""

With her soft cheek against his he felt incredibly weak.

 ""You don't know how much I love you,"" he said. ""I'd give anything in the world to be able to tell you what I've got in my heart. ""

He sought her lips.

 The summer came."
26854,723,"The summer came. The highland valley was green and fragrant, and the hills were gay with the heather. One sunny day followed another in that sheltered spot, and the shade of the birch trees was grateful after the glare of the high road. Ethel spoke no more of Samoa and Lawson grew less nervous. He thought that she was resigned to her surroundings, and he felt that his love for her was so passionate that it could leave no room in her heart for any longing."
26854,724,"He thought that she was resigned to her surroundings, and he felt that his love for her was so passionate that it could leave no room in her heart for any longing. One day the local doctor stopped him in the street.

 ""I say, Lawson, your missus ought to be careful how she bathes in our highland streams. It's not like the Pacific, you know. ""

Lawson was surprised, and had not the presence of mind to conceal the fact.

"
26854,725,"""

Lawson was surprised, and had not the presence of mind to conceal the fact.

 ""I didn't know she was bathing. ""

 The doctor laughed.

 ""A good many people have seen her."
26854,726,"""A good many people have seen her. It makes them talk a bit, you know, because it seems a rum place to choose, the pool up above the bridge, and bathing isn't allowed there, but there's no harm in that. I don't know how she can stand the water. ""

Lawson knew the pool the doctor spoke of, and suddenly it occurred to him that in a way it was just like that pool at Upolu where Ethel had been in the habit of bathing every evening. A clear highland stream ran down a sinuous course, rocky, splashing gaily, and then formed a deep, smooth pool, with a little sandy beach."
26854,727,"A clear highland stream ran down a sinuous course, rocky, splashing gaily, and then formed a deep, smooth pool, with a little sandy beach. Trees overshadowed it thickly, not coconut trees, but beeches, and the sun played fitfully through the leaves on the sparkling water. It gave him a shock. With his imagination he saw Ethel go there every day and undress on the bank and slip into the water, cold, colder than that of the pool she loved at home, and for a moment regain the feeling of the past. He saw her once more as the strange, wild spirit of the stream, and it seemed to him fantastically that the running water called her."
26854,728,"He saw her once more as the strange, wild spirit of the stream, and it seemed to him fantastically that the running water called her. That afternoon he went along to the river. He made his way cautiously among the trees and the grassy path deadened the sound of his steps. Presently he came to a spot from which he could see the pool. Ethel was sitting on the bank, looking down at the water."
26854,729,"Ethel was sitting on the bank, looking down at the water. She sat quite still. It seemed as though the water drew her irresistibly. He wondered what strange thoughts wandered through her head. At last she got up, and for a minute or two she was hidden from his gaze; then he saw her again, wearing a Mother Hubbard, and with her little bare feet she stepped delicately over the mossy bank."
26854,730,"At last she got up, and for a minute or two she was hidden from his gaze; then he saw her again, wearing a Mother Hubbard, and with her little bare feet she stepped delicately over the mossy bank. She came to the water's edge, and softly, without a splash, let herself down. She swam about quietly, and there was something not quite of a human being in the way she swam. He did not know why it affected him so queerly. He waited till she clambered out."
26854,731,"He waited till she clambered out. She stood for a moment with the wet folds of her dress clinging to her body, so that its shape was outlined, and then, passing her hands slowly over her breasts, gave a little sigh of delight. Then she disappeared. Lawson turned away and walked back to the village. He had a bitter pain in his heart, for he knew that she was still a stranger to him and his hungry love was destined ever to remain unsatisfied.

"
26854,732,"He had a bitter pain in his heart, for he knew that she was still a stranger to him and his hungry love was destined ever to remain unsatisfied.

 He did not make any mention of what he had seen. He ignored the incident completely, but he looked at her curiously, trying to divine what was in her mind. He redoubled the tenderness with which he used her. He sought to make her forget the deep longing of her soul by the passion of his love.

"
26854,733,"He sought to make her forget the deep longing of her soul by the passion of his love.

 Then one day, when he came home, he was astonished to find her not in the house.

 ""Where's Mrs Lawson?"" he asked the maid.

 ""She went into Aberdeen, Sir, with the baby,"" the maid answered, a little surprised at the question."
26854,734,"""She went into Aberdeen, Sir, with the baby,"" the maid answered, a little surprised at the question. ""She said she would not be back till the last train. ""

""Oh, all right. ""

He was vexed that Ethel had said nothing to him about the excursion, but he was not disturbed, since of late she had been in now and again to Aberdeen, and he was glad that she should look at the shops and perhaps visit a cinema. He went to meet the last train, but when she did not come he grew suddenly frightened."
26854,735,"He went to meet the last train, but when she did not come he grew suddenly frightened. He went up to the bedroom and saw at once that her toilet things were no longer in their place. He opened the wardrobe and the drawers. They were half empty. She had bolted.

"
26854,736,"She had bolted.

 He was seized with a passion of anger. It was too late that night to telephone to Aberdeen and make enquiries, but he knew already all that his enquiries might have taught him. With fiendish cunning she had chosen a time when they were making up their periodical accounts at the bank and there was no chance that he could follow her. He was imprisoned by his work."
26854,737,"He was imprisoned by his work. He took up a paper and saw that there was a boat sailing for Australia next morning. She must be now well on the way to London. He could not prevent the sobs that were wrung painfully from him.

 ""I've done everything in the world for her,"" he cried, ""and she had the heart to treat me like this."
26854,738,"""I've done everything in the world for her,"" he cried, ""and she had the heart to treat me like this. How cruel, how monstrously cruel!""

 After two days of misery he received a letter from her. It was written in her school-girl hand. She had always written with difficulty:

_"
26854,739,"She had always written with difficulty:

_ Dear Bertie:_   _ I couldn't stand it any more. _   _ I'm going back home."
26854,740,"I'm going back home. Good-bye. _

             _Ethel. _

"
26854,741,"_

 She did not say a single word of regret. She did not even ask him to come too. Lawson was prostrated. He found out where the ship made its first stop and, though he knew very well she would not come, sent a cable beseeching her to return."
26854,742,"He found out where the ship made its first stop and, though he knew very well she would not come, sent a cable beseeching her to return. He waited with pitiful anxiety. He wanted her to send him just one word of love; she did not even answer. He passed through one violent phase after another. At one moment he told himself that he was well rid of her, and at the next that he would force her to return by withholding money."
26854,743,"At one moment he told himself that he was well rid of her, and at the next that he would force her to return by withholding money. He was lonely and wretched. He wanted his boy and he wanted her. He knew that, whatever he pretended to himself, there was only one thing to do and that was to follow her. He could never live without her now."
26854,744,"He could never live without her now. All his plans for the future were like a house of cards and he scattered them with angry impatience. He did not care whether he threw away his chances for the future, for nothing in the world mattered but that he should get Ethel back again. As soon as he could he went into Aberdeen and told the manager of his bank that he meant to leave at once. The manager remonstrated."
26854,745,"The manager remonstrated. The short notice was inconvenient. Lawson would not listen to reason. He was determined to be free before the next boat sailed; and it was not until he was on board of her, having sold everything he possessed, that in some measure he regained his calm. Till then to those who had come in contact with him he seemed hardly sane."
26854,746,"Till then to those who had come in contact with him he seemed hardly sane. His last action in England was to cable to Ethel at Apia that he was joining her.

 He sent another cable from Sydney, and when at last with the dawn his boat crossed the bar at Apia and he saw once more the white houses straggling along the bay he felt an immense relief. The doctor came on board and the agent. They were both old acquaintances and he felt kindly towards their familiar faces."
26854,747,"They were both old acquaintances and he felt kindly towards their familiar faces. He had a drink or two with them for old times' sake, and also because he was desperately nervous. He was not sure if Ethel would be glad to see him. When he got into the launch and approached the wharf he scanned anxiously the little crowd that waited. She was not there and his heart sank, but then he saw Brevald, in his old blue clothes, and his heart warmed towards him.

"
26854,748,"She was not there and his heart sank, but then he saw Brevald, in his old blue clothes, and his heart warmed towards him.

 ""Where's Ethel?"" he said, as he jumped on shore.

 ""She's down at the bungalow. She's living with us."
26854,749,"She's living with us. ""

Lawson was dismayed, but he put on a jovial air.

 ""Well, have you got room for me? I daresay it'll take a week or two to fix ourselves up.""

 ""Oh, yes, I guess we can make room for you."
26854,750,"""Oh, yes, I guess we can make room for you. ""

After passing through the custom-house they went to the hotel and there Lawson was greeted by several of his old friends. There were a good many rounds of drinks before it seemed possible to get away and when they did go out at last to Brevald's house they were both rather gay. He clasped Ethel in his arms. He had forgotten all his bitter thoughts in the joy of beholding her once more."
26854,751,"He had forgotten all his bitter thoughts in the joy of beholding her once more. His mother-in-law was pleased to see him, and so was the old, wrinkled beldame, her mother; natives and half-castes came in, and they all sat round, beaming on him. Brevald had a bottle of whisky and everyone who came was given a nip. Lawson sat with his little dark-skinned boy on his knees, they had taken his English clothes off him and he was stark, with Ethel by his side in a Mother Hubbard. He felt like a returning prodigal."
26854,752,"He felt like a returning prodigal. In the afternoon he went down to the hotel again and when he got back he was more than gay, he was drunk. Ethel and her mother knew that white men got drunk now and then, it was what you expected of them, and they laughed good-naturedly as they helped him to bed.

 But in a day or two he set about looking for a job. He knew that he could not hope for such a position as that which he had thrown away to go to England; but with his training he could not fail to be useful to one of the trading firms, and perhaps in the end he would not lose by the change.

"
26854,753,"He knew that he could not hope for such a position as that which he had thrown away to go to England; but with his training he could not fail to be useful to one of the trading firms, and perhaps in the end he would not lose by the change.

 ""After all, you can't make money in a bank,"" he said. ""Trade's the thing. ""

He had hopes that he would soon make himself so indispensable that he would get someone to take him into partnership, and there was no reason why in a few years he should not be a rich man.

 ""As soon as I'm fixed up we'll find ourselves a shack,"" he told Ethel."
26854,754,"""As soon as I'm fixed up we'll find ourselves a shack,"" he told Ethel. ""We can't go on living here. ""

Brevald's bungalow was so small that they were all piled on one another, and there was no chance of ever being alone. There was neither peace nor privacy.

 ""Well, there's no hurry."
26854,755,"""Well, there's no hurry. We shall be all right here till we find just what we want. ""

It took him a week to get settled and then he entered the firm of a man called Bain. But when he talked to Ethel about moving she said she wanted to stay where she was till her baby was born, for she was expecting another child. Lawson tried to argue with her.

"
26854,756,"Lawson tried to argue with her.

 ""If you don't like it,"" she said, ""go and live at the hotel. ""

He grew suddenly pale.

 ""Ethel, how can you suggest that!""

 She shrugged her shoulders.

"
26854,757,"She shrugged her shoulders.

 ""What's the good of having a house of our own when we can live here. ""

He yielded.

 When Lawson, after his work, went back to the bungalow he found it crowded with natives. They lay about smoking, sleeping, drinking _kava_; and they talked incessantly."
26854,758,"They lay about smoking, sleeping, drinking _kava_; and they talked incessantly. The place was grubby and untidy. His child crawled about, playing with native children, and it heard nothing spoken but Samoan. He fell into the habit of dropping into the hotel on his way home to have a few cocktails, for he could only face the evening and the crowd of friendly natives when he was fortified with liquor. And all the time, though he loved her more passionately than ever, he felt that Ethel was slipping away from him."
26854,759,"And all the time, though he loved her more passionately than ever, he felt that Ethel was slipping away from him. When the baby was born he suggested that they should get into a house of their own, but Ethel refused. Her stay in Scotland seemed to have thrown her back on her own people, now that she was once more among them, with a passionate zest, and she turned to her native ways with abandon. Lawson began to drink more. Every Saturday night he went to the English Club and got blind drunk.

"
26854,760,"Every Saturday night he went to the English Club and got blind drunk.

 He had the peculiarity that as he grew drunk he grew quarrelsome and once he had a violent dispute with Bain, his employer. Bain dismissed him, and he had to look out for another job. He was idle for two or three weeks and during these, sooner than sit in the bungalow, he lounged about in the hotel or at the English Club, and drank. It was more out of pity than anything else that Miller, the German-American, took him into his office; but he was a business man, and though Lawson's financial skill made him valuable, the circumstances were such that he could hardly refuse a smaller salary than he had had before, and Miller did not hesitate to offer it to him."
